housing_median_age,median_income,median_house_value,ocean_proximity_<1H OCEAN,ocean_proximity_INLAND,ocean_proximity_NEAR BAY,ocean_proximity_NEAR OCEAN,dist_to_los_angeles_km,dist_to_san_diego_km,dist_to_san_jose_km,dist_to_san_francisco_km,dist_to_fresno_km,rooms_per_household,bedrooms_per_household,population_per_household
40.0,1.8156,218800.0,True,False,False,False,6.675150430626212,185.81762103645508,484.98066118136035,552.5462642666826,323.7858879915691,2.500408830744072,0.9934587080948487,3.23221586263287
36.0,1.2412,216700.0,True,False,False,False,7.41341820124786,186.3472626034994,484.3789193963703,551.9430262308073,323.4099359052972,2.186111111111111,1.1666666666666667,4.183333333333334
38.0,1.7641,250000.0,True,False,False,False,7.425517382761019,186.72965894670878,484.1399796581766,551.7070171454264,322.77171473719756,2.4232121922626026,1.071512309495897,3.1852286049237986
36.0,1.9297,203300.0,True,False,False,False,7.425517382761019,186.72965894670878,484.1399796581766,551.7070171454264,322.77171473719756,2.7222884386174018,1.071513706793802,2.34088200238379
34.0,1.7514,187500.0,True,False,False,False,5.987758890333472,185.2911152808289,485.5833336379201,553.150307332637,324.16393606737364,2.6601371204701274,1.091087169441724,2.9294809010773752
36.0,2.2612,230400.0,True,False,False,False,6.675150430626212,185.81762103645508,484.98066118136035,552.5462642666826,323.7858879915691,2.5156418554476807,1.0711974110032363,3.4034519956850056
39.0,2.7054,162500.0,True,False,False,False,6.814320186394022,186.2057932914722,484.74362402202695,552.3119043336796,323.1509034804826,2.302919708029197,1.0875912408759123,2.7153284671532845
29.0,2.3317,172500.0,True,False,False,False,5.987758890333472,185.2911152808289,485.5833336379201,553.150307332637,324.16393606737364,3.031123139377537,1.0717185385656292,3.0500676589986466
38.0,3.0357,175000.0,True,False,False,False,5.370813651727702,184.7677721484943,486.18693329884286,553.7551527879203,324.54407280425363,4.072164948453608,1.4175257731958764,3.422680412371134
43.0,1.9835,225000.0,True,False,False,False,5.987758890333472,185.2911152808289,485.5833336379201,553.150307332637,324.16393606737364,2.5781758957654723,1.0716612377850163,3.1612377850162865
28.0,1.9766,112500.0,True,False,False,False,5.987758890333472,185.2911152808289,485.5833336379201,553.150307332637,324.16393606737364,2.6164154103852595,1.085427135678392,3.306532663316583
35.0,2.0467,158300.0,True,False,False,False,5.987758890333472,185.2911152808289,485.5833336379201,553.150307332637,324.16393606737364,2.4100877192982457,1.094298245614035,3.773026315789474
35.0,2.0132,198400.0,True,False,False,False,5.987758890333472,185.2911152808289,485.5833336379201,553.150307332637,324.16393606737364,2.6031746031746033,1.1071428571428572,3.5198412698412698
39.0,1.8056,262500.0,True,False,False,False,5.987758890333472,185.2911152808289,485.5833336379201,553.150307332637,324.16393606737364,2.225165562913907,1.1456953642384107,3.880794701986755
52.0,1.9063,261600.0,True,False,False,False,5.987758890333472,185.2911152808289,485.5833336379201,553.150307332637,324.16393606737364,3.603399433427762,0.9121813031161473,2.7875354107648724
29.0,2.1927,253300.0,True,False,False,False,6.675150430626212,185.81762103645508,484.98066118136035,552.5462642666826,323.7858879915691,2.9446460980036298,1.0798548094373865,3.544464609800363
25.0,1.4497,205600.0,True,False,False,False,6.675150430626212,185.81762103645508,484.98066118136035,552.5462642666826,323.7858879915691,2.7204176334106727,0.988399071925754,3.3178654292343386
32.0,2.0307,226700.0,True,False,False,False,6.675150430626212,185.81762103645508,484.98066118136035,552.5462642666826,323.7858879915691,3.467716535433071,1.0614173228346457,3.4299212598425197
36.0,2.1524,187500.0,True,False,False,False,7.41341820124786,186.3472626034994,484.3789193963703,551.9430262308073,323.4099359052972,3.653120464441219,1.2220609579100146,3.5500725689404935
30.0,2.0,240600.0,True,False,False,False,7.41341820124786,186.3472626034994,484.3789193963703,551.9430262308073,323.4099359052972,2.7738825591586327,1.1069237510955303,3.223488168273444
42.0,1.5195,218200.0,True,False,False,False,7.41341820124786,186.3472626034994,484.3789193963703,551.9430262308073,323.4099359052972,2.3997539975399755,1.040590405904059,3.075030750307503
30.0,2.0044,212500.0,True,False,False,False,8.18881339967032,186.8800133152349,483.7781117620381,551.3405958737911,323.03608713040455,2.2844932844932844,0.9352869352869353,3.1684981684981683
28.0,1.879,218800.0,True,False,False,False,8.18881339967032,186.8800133152349,483.7781117620381,551.3405958737911,323.03608713040455,2.8479685452162515,1.073394495412844,3.3394495412844036
36.0,3.6953,200000.0,True,False,False,False,8.991736181623128,187.4158466524798,483.17824176933203,550.7389758524401,322.66434898160753,4.739130434782608,1.3478260869565217,3.0144927536231885
36.0,1.4375,165000.0,True,False,False,False,8.991736181623128,187.4158466524798,483.17824176933203,550.7389758524401,322.66434898160753,4.417322834645669,1.4173228346456692,2.677165354330709
40.0,1.9911,220000.0,True,False,False,False,8.991736181623128,187.4158466524798,483.17824176933203,550.7389758524401,322.66434898160753,3.697416974169742,1.2675276752767528,2.793357933579336
5.0,2.3568,204700.0,True,False,False,False,9.81543342347263,187.95473624587433,482.57931292110766,550.1381688315931,322.294728765973,3.47911227154047,1.2454308093994777,2.2624020887728458
14.0,2.2,210000.0,True,False,False,False,9.81543342347263,187.95473624587433,482.57931292110766,550.1381688315931,322.294728765973,3.605231866825208,1.187871581450654,2.0107015457788346
50.0,3.1078,346700.0,True,False,False,False,9.393669914818284,187.05553053559723,483.4249721289692,550.9817534486517,323.31404196734707,4.110582639714625,1.0154577883472058,1.8834720570749108
52.0,3.2946,321600.0,True,False,False,False,9.81543342347263,187.95473624587433,482.57931292110766,550.1381688315931,322.294728765973,3.7145922746781115,1.0772532188841202,1.8218884120171674
47.0,2.8021,280600.0,True,False,False,False,10.655088265168498,188.4966558780391,481.98132873212035,549.5381774841316,321.92723378239833,3.7656903765690375,1.1422594142259415,1.9267782426778242
52.0,3.8472,395700.0,True,False,False,False,10.267971396812595,187.60011118381476,482.8279627418573,550.3826086417664,322.94766262033386,4.916666666666667,0.9803921568627451,2.519607843137255
52.0,3.8141,342000.0,True,False,False,False,10.267971396812595,187.60011118381476,482.8279627418573,550.3826086417664,322.94766262033386,5.568,1.0346666666666666,2.421333333333333
42.0,2.5982,315800.0,True,False,False,False,10.655088265168498,188.4966558780391,481.98132873212035,549.5381774841316,321.92723378239833,3.652892561983471,1.062809917355372,2.0297520661157025
52.0,4.5833,333900.0,True,False,False,False,10.267971396812595,187.60011118381476,482.8279627418573,550.3826086417664,322.94766262033386,4.816901408450704,0.9859154929577465,2.047887323943662
52.0,3.2824,304800.0,True,False,False,False,11.149816045141558,188.14769524718056,482.2319024948358,549.7842829570357,322.58341188788347,4.356984478935699,1.06430155210643,1.7605321507760532
52.0,3.125,380400.0,True,False,False,False,7.677988546976888,185.97548489593706,484.6218242620847,552.1824897346493,324.05315756841776,4.637450199203188,1.0239043824701195,2.2908366533864544
50.0,3.2426,442900.0,True,False,False,False,8.529231594526859,186.51397961555153,484.0229271378796,551.5817147021388,323.68254269698537,3.8567741935483872,1.0735483870967741,1.735483870967742
30.0,2.2422,254500.0,True,False,False,False,6.844865535836563,185.4400730062161,485.2216600068798,552.7840758865901,324.42587933245295,3.286052009456265,1.0803782505910164,3.451536643026005
31.0,1.7542,287500.0,True,False,False,False,6.844865535836563,185.4400730062161,485.2216600068798,552.7840758865901,324.42587933245295,3.1597222222222223,1.1430555555555555,3.040277777777778
46.0,2.4196,358100.0,True,False,False,False,7.677988546976888,185.97548489593706,484.6218242620847,552.1824897346493,324.05315756841776,3.881904761904762,1.0171428571428571,2.380952380952381
23.0,2.7543,220000.0,True,False,False,False,6.844865535836563,185.4400730062161,485.2216600068798,552.7840758865901,324.42587933245295,3.2066666666666666,1.1577777777777778,2.8088888888888888
52.0,3.37,330300.0,True,False,False,False,7.677988546976888,185.97548489593706,484.6218242620847,552.1824897346493,324.05315756841776,3.8282828282828283,1.0235690235690236,2.538720538720539
52.0,4.1429,380300.0,True,False,False,False,7.677988546976888,185.97548489593706,484.6218242620847,552.1824897346493,324.05315756841776,5.460829493087558,1.0898617511520738,2.4262672811059907
34.0,1.8771,247500.0,True,False,False,False,6.037368626913876,184.90777073092923,485.8224308893472,553.386470506342,324.8007007320527,2.5783505154639177,1.079381443298969,3.428865979381443
36.0,2.1766,205600.0,True,False,False,False,6.037368626913876,184.90777073092923,485.8224308893472,553.386470506342,324.8007007320527,2.8355555555555556,1.1177777777777778,3.3377777777777777
27.0,2.8971,251100.0,True,False,False,False,6.844865535836563,185.4400730062161,485.2216600068798,552.7840758865901,324.42587933245295,2.922779922779923,0.9845559845559846,3.0945945945945947
26.0,2.7038,227100.0,True,False,False,False,6.844865535836563,185.4400730062161,485.2216600068798,552.7840758865901,324.42587933245295,3.237424547283702,1.0744466800804828,3.7585513078470827
34.0,1.525,210000.0,True,False,False,False,5.267296785604093,184.37860500744893,486.4241334383496,553.9896709502543,325.1776145028467,2.8176470588235296,1.0705882352941176,3.276470588235294
23.0,1.8495,212500.0,True,False,False,False,5.267296785604093,184.37860500744893,486.4241334383496,553.9896709502543,325.1776145028467,2.1724941724941726,1.092074592074592,3.257575757575758
34.0,1.5685,225000.0,True,False,False,False,6.037368626913876,184.90777073092923,485.8224308893472,553.386470506342,324.8007007320527,2.7942754919499104,1.1645796064400715,3.1735241502683365
32.0,2.3846,258300.0,True,False,False,False,6.037368626913876,184.90777073092923,485.8224308893472,553.386470506342,324.8007007320527,2.801556420233463,1.034046692607004,3.546692607003891
25.0,2.4,173900.0,True,False,False,False,5.267296785604093,184.37860500744893,486.4241334383496,553.9896709502543,325.1776145028467,3.2228047182175623,1.0786369593709044,3.4534731323722148
38.0,1.9286,137500.0,True,False,False,False,5.267296785604093,184.37860500744893,486.4241334383496,553.9896709502543,325.1776145028467,2.7142857142857144,0.9285714285714286,3.1785714285714284
38.0,7.1134,416700.0,True,False,False,False,14.102457611255772,191.9244504546804,478.4971719233478,546.0520182966137,318.7918400399005,5.487341772151899,1.1033755274261603,1.8354430379746836
38.0,2.9643,355300.0,True,False,False,False,11.507208060143581,189.0415794856423,481.3842927290152,548.9390044909708,321.56187132107425,3.7400346620450606,1.0086655112651646,1.8388214904679376
40.0,1.9937,367100.0,True,False,False,False,11.149816045141558,188.14769524718056,482.2319024948358,549.7842829570357,322.58341188788347,4.076015727391874,1.001310615989515,2.040629095674967
52.0,3.9783,374100.0,True,False,False,False,12.037546178198328,188.69825657380338,481.63679491800343,549.1867790780035,322.22129699252133,4.532307692307692,1.0692307692307692,1.9353846153846155
22.0,3.2149,300000.0,True,False,False,False,12.037546178198328,188.69825657380338,481.63679491800343,549.1867790780035,322.22129699252133,3.6862745098039214,1.1495098039215685,1.5
45.0,3.3864,397900.0,True,False,False,False,11.149816045141558,188.14769524718056,482.2319024948358,549.7842829570357,322.58341188788347,4.824175824175824,1.0615384615384615,2.78021978021978
52.0,5.7524,393600.0,True,False,False,False,12.037546178198328,188.69825657380338,481.63679491800343,549.1867790780035,322.22129699252133,5.794466403162056,1.0039525691699605,2.3715415019762847
52.0,6.0338,423700.0,True,False,False,False,12.037546178198328,188.69825657380338,481.63679491800343,549.1867790780035,322.22129699252133,5.793427230046948,1.0469483568075117,2.5492957746478875
48.0,3.6579,318600.0,True,False,False,False,5.52306691589554,184.6532715124811,486.5601003959204,554.131364838445,324.3009934401747,4.557726465364121,1.014209591474245,2.523978685612789
52.0,4.0721,350000.0,True,False,False,False,5.52306691589554,184.6532715124811,486.5601003959204,554.131364838445,324.3009934401747,6.298076923076923,1.2644230769230769,3.3125
51.0,6.4459,421600.0,True,False,False,False,5.841056361795464,185.16757283195966,485.95368784798313,553.5240808138858,323.9155502268033,6.174509803921569,1.0176470588235293,2.1215686274509804
41.0,5.7778,412700.0,True,False,False,False,5.841056361795464,185.16757283195966,485.95368784798313,553.5240808138858,323.9155502268033,5.274398868458275,1.0466760961810466,1.9292786421499293
41.0,2.978,306800.0,True,False,False,False,6.8683301805767325,186.08962287869738,485.11701879647876,552.6883315944533,322.9054743285796,4.01747572815534,1.0970873786407767,1.8048543689320389
46.0,4.2019,352100.0,True,False,False,False,7.244554001059306,186.60452189024306,484.51055368895715,552.0809999049769,322.52095442285224,5.427230046948357,0.9530516431924883,2.4131455399061035
52.0,5.4122,397500.0,True,False,False,False,7.244554001059306,186.60452189024306,484.51055368895715,552.0809999049769,322.52095442285224,6.132530120481928,1.0481927710843373,2.3343373493975905
52.0,4.5781,360500.0,True,False,False,False,7.244554001059306,186.60452189024306,484.51055368895715,552.0809999049769,322.52095442285224,4.646907216494846,1.1262886597938144,2.0283505154639174
44.0,4.0602,324000.0,True,False,False,False,6.279185450385843,185.6850890282201,485.3481945729847,552.9175931024108,323.5321844410667,4.811287477954145,1.0317460317460319,2.164021164021164
50.0,4.7132,304600.0,True,False,False,False,5.841056361795464,185.16757283195966,485.95368784798313,553.5240808138858,323.9155502268033,5.055023923444976,0.9521531100478469,1.8971291866028708
49.0,3.0958,210900.0,True,False,False,False,6.279185450385843,185.6850890282201,485.3481945729847,552.9175931024108,323.5321844410667,4.034246575342466,1.0662100456621004,2.4337899543378994
48.0,2.3421,200000.0,True,False,False,False,6.279185450385843,185.6850890282201,485.3481945729847,552.9175931024108,323.5321844410667,3.425531914893617,1.0468085106382978,2.6936170212765957
49.0,2.7875,217300.0,True,False,False,False,6.279185450385843,185.6850890282201,485.3481945729847,552.9175931024108,323.5321844410667,3.571608040201005,1.1055276381909547,2.5175879396984926
48.0,4.1667,344800.0,True,False,False,False,4.851265978793163,184.24761859397543,486.7914567087806,554.3607979997909,324.92629086764214,5.339160839160839,1.0314685314685315,2.0594405594405596
52.0,3.9674,268800.0,True,False,False,False,4.851265978793163,184.24761859397543,486.7914567087806,554.3607979997909,324.92629086764214,4.542253521126761,1.0746478873239436,2.195774647887324
52.0,2.3333,196500.0,True,False,False,False,5.370813651727702,184.7677721484943,486.18693329884286,553.7551527879203,324.54407280425363,3.8073701842546064,1.1105527638190955,2.4790619765494135
52.0,3.7847,252300.0,True,False,False,False,4.851265978793163,184.24761859397543,486.7914567087806,554.3607979997909,324.92629086764214,4.739307535641548,1.1303462321792261,2.134419551934827
51.0,3.6434,278800.0,True,False,False,False,4.463259294031124,183.73068171180594,487.3969004242513,554.9672403435247,325.3105829173782,4.6006006006006,1.0990990990990992,2.009009009009009
36.0,3.8448,241400.0,True,False,False,False,4.463259294031124,183.73068171180594,487.3969004242513,554.9672403435247,325.3105829173782,4.445431472081219,1.0571065989847717,3.3654822335025383
52.0,4.625,230800.0,True,False,False,False,4.851265978793163,184.24761859397543,486.7914567087806,554.3607979997909,324.92629086764214,5.3681592039801,1.1044776119402986,2.18407960199005
44.0,2.9709,225000.0,True,False,False,False,4.851265978793163,184.24761859397543,486.7914567087806,554.3607979997909,324.92629086764214,4.234610917537747,1.0592334494773519,2.0708478513356563
52.0,2.3816,166700.0,True,False,False,False,3.4365624089412528,182.81019876353184,488.2347965498323,555.8040809099354,326.32083729941775,3.7846153846153845,1.0615384615384615,3.8230769230769233
41.0,2.4375,203300.0,True,False,False,False,3.4365624089412528,182.81019876353184,488.2347965498323,555.8040809099354,326.32083729941775,3.8457300275482096,0.9917355371900827,2.9449035812672175
46.0,3.5039,187500.0,True,False,False,False,3.4365624089412528,182.81019876353184,488.2347965498323,555.8040809099354,326.32083729941775,3.75,0.9920634920634921,3.611111111111111
35.0,2.3913,198800.0,True,False,False,False,3.9274019396276527,183.32979171523692,487.6303197103021,555.1984787757976,325.9376900669445,3.875,1.2331081081081081,3.4324324324324325
36.0,2.0214,170500.0,True,False,False,False,2.4843713796147533,181.89185465351238,489.07378313904337,556.641882185111,327.3317504299376,3.01437908496732,1.0627450980392157,3.6901960784313728
28.0,2.625,187500.0,True,False,False,False,2.4843713796147533,181.89185465351238,489.07378313904337,556.641882185111,327.3317504299376,2.866336633663366,0.9108910891089109,3.3316831683168315
38.0,2.5521,157500.0,True,False,False,False,3.9274019396276527,183.32979171523692,487.6303197103021,555.1984787757976,325.9376900669445,2.859848484848485,1.0113636363636365,3.6603535353535355
46.0,2.7179,184300.0,True,False,False,False,3.9274019396276527,183.32979171523692,487.6303197103021,555.1984787757976,325.9376900669445,3.694103194103194,1.049140049140049,3.178132678132678
42.0,2.9423,200000.0,True,False,False,False,4.553676619831746,183.8526029236094,487.02676419453263,554.5936745826486,325.55661337364717,2.6801075268817205,1.0053763440860215,2.639784946236559
52.0,2.6178,203100.0,True,False,False,False,4.553676619831746,183.8526029236094,487.02676419453263,554.5936745826486,325.55661337364717,3.304289544235925,1.0361930294906165,3.1206434316353886
43.0,3.2386,185000.0,True,False,False,False,3.9274019396276527,183.32979171523692,487.6303197103021,555.1984787757976,325.9376900669445,3.942622950819672,1.0368852459016393,2.69672131147541
38.0,1.87,170800.0,True,False,False,False,3.128426540110343,182.41412430753172,488.4702712155385,556.0371187868805,326.9497417130734,2.8222222222222224,1.2355555555555555,3.76
42.0,3.1607,182000.0,True,False,False,False,4.553676619831746,183.8526029236094,487.02676419453263,554.5936745826486,325.55661337364717,3.6772727272727272,1.1863636363636363,3.3045454545454547
52.0,2.4429,228800.0,True,False,False,False,5.370813651727702,184.7677721484943,486.18693329884286,553.7551527879203,324.54407280425363,3.607883817427386,0.9626556016597511,1.946058091286307
39.0,2.875,213500.0,True,False,False,False,4.553676619831746,183.8526029236094,487.02676419453263,554.5936745826486,325.55661337364717,3.8655256723716382,1.0953545232273838,2.3643031784841075
40.0,2.7366,169100.0,True,False,False,False,4.553676619831746,183.8526029236094,487.02676419453263,554.5936745826486,325.55661337364717,3.196078431372549,1.0647058823529412,3.074509803921569
49.0,2.4677,219200.0,True,False,False,False,5.370813651727702,184.7677721484943,486.18693329884286,553.7551527879203,324.54407280425363,3.7938553022794848,1.1863230921704657,2.836471754212091
35.0,1.9722,156300.0,True,False,False,False,2.347383357576789,180.34464233494748,490.889818769319,558.4609387933839,328.49010674932566,3.0,0.9887640449438202,3.5640449438202246
40.0,3.1944,143800.0,True,False,False,False,2.347383357576789,180.34464233494748,490.889818769319,558.4609387933839,328.49010674932566,4.43859649122807,1.043859649122807,3.482456140350877
52.0,4.9844,187500.0,True,False,False,False,3.109950413774566,181.78077786532822,489.44650051563207,557.0176685618513,327.0933142225028,4.541666666666667,0.8333333333333334,3.5833333333333335
52.0,4.025,137500.0,True,False,False,False,3.109950413774566,181.78077786532822,489.44650051563207,557.0176685618513,327.0933142225028,5.708333333333333,1.0833333333333333,2.7083333333333335
47.0,2.6442,136100.0,True,False,False,False,4.388501709756149,182.1994440863597,489.218719146747,556.7913240387097,326.4758295095679,3.6709401709401708,1.0213675213675213,3.9017094017094016
49.0,2.6923,150000.0,True,False,False,False,4.388501709756149,182.1994440863597,489.218719146747,556.7913240387097,326.4758295095679,3.8093023255813954,1.0604651162790697,3.488372093023256
45.0,2.6051,155500.0,True,False,False,False,4.388501709756149,182.1994440863597,489.218719146747,556.7913240387097,326.4758295095679,3.9614512471655328,1.0975056689342404,3.8095238095238093
52.0,3.5603,210000.0,True,False,False,False,4.243034892905592,183.21698873378608,488.0032610136232,555.574477202403,325.6969416082026,4.904306220095694,1.0263157894736843,2.289473684210526
52.0,3.75,241700.0,True,False,False,False,4.243034892905592,183.21698873378608,488.0032610136232,555.574477202403,325.6969416082026,6.117647058823529,1.1764705882352942,1.8823529411764706
44.0,2.1108,200000.0,True,False,False,False,3.14521801756582,182.29385159234639,488.84019128905095,556.4104783732446,326.7060477824264,3.8101604278074865,1.1711229946524064,2.9973262032085564
47.0,2.6136,169200.0,True,False,False,False,3.14521801756582,182.29385159234639,488.84019128905095,556.4104783732446,326.7060477824264,3.2220543806646527,1.040785498489426,3.178247734138973
43.0,2.6336,174300.0,True,False,False,False,4.243034892905592,183.21698873378608,488.0032610136232,555.574477202403,325.6969416082026,3.104404567699837,1.0358890701468189,3.130505709624796
52.0,2.935,189400.0,True,False,False,False,4.243034892905592,183.21698873378608,488.0032610136232,555.574477202403,325.6969416082026,4.474820143884892,1.1270983213429258,2.904076738609113
50.0,1.7945,166700.0,True,False,False,False,3.4365624089412528,182.81019876353184,488.2347965498323,555.8040809099354,326.32083729941775,2.6533333333333333,0.9777777777777777,3.234074074074074
45.0,2.5428,167800.0,True,False,False,False,3.4365624089412528,182.81019876353184,488.2347965498323,555.8040809099354,326.32083729941775,3.903052064631957,1.125673249551167,3.576301615798923
52.0,3.1864,189800.0,True,False,False,False,4.243034892905592,183.21698873378608,488.0032610136232,555.574477202403,325.6969416082026,4.607038123167156,1.1217008797653958,2.533724340175953
45.0,1.9209,179200.0,True,False,False,False,3.4365624089412528,182.81019876353184,488.2347965498323,555.8040809099354,326.32083729941775,2.8093434343434343,1.0441919191919191,3.407828282828283
46.0,2.4038,181700.0,True,False,False,False,2.4843713796147533,181.89185465351238,489.07378313904337,556.641882185111,327.3317504299376,3.6126543209876543,1.0848765432098766,3.6589506172839505
52.0,2.7625,232100.0,True,False,False,False,2.4843713796147533,181.89185465351238,489.07378313904337,556.641882185111,327.3317504299376,4.391534391534392,1.0582010582010581,3.708994708994709
47.0,1.9028,217900.0,True,False,False,False,2.0625978738205912,181.37283244084085,489.6782139737858,557.2474417169622,327.7158190007457,3.7849264705882355,1.1360294117647058,3.7371323529411766
43.0,2.0,175000.0,True,False,False,False,2.0625978738205912,181.37283244084085,489.6782139737858,557.2474417169622,327.7158190007457,2.496732026143791,1.0522875816993464,4.166666666666667
20.0,1.5491,225000.0,True,False,False,False,1.0435928016306533,180.45396370930658,490.5173234688413,558.0853629046075,328.7262491345705,1.64,0.68,3.48
27.0,1.6136,137500.0,True,False,False,False,2.0084021377485652,180.85708563277367,490.28356031493905,557.8537947834277,328.1019401879219,2.7195121951219514,0.975609756097561,3.0365853658536586
18.0,2.2545,192500.0,True,False,False,False,2.0625978738205912,181.37283244084085,489.6782139737858,557.2474417169622,327.7158190007457,3.3413685847589423,1.104199066874028,3.368584758942457
16.0,2.3942,133300.0,True,False,False,False,2.0625978738205912,181.37283244084085,489.6782139737858,557.2474417169622,327.7158190007457,3.2981651376146788,1.0321100917431192,3.6743119266055047
40.0,1.875,150000.0,True,False,False,False,4.736231394472588,181.6956475403941,489.82780988641036,557.4009288226732,326.868344008549,4.110266159695818,1.0722433460076046,3.688212927756654
31.0,1.8173,154200.0,True,False,False,False,3.7843707530464368,180.76456207933026,490.6618488402571,558.2344167391445,327.8739857787705,3.0076335877862594,0.8931297709923665,4.374045801526718
34.0,1.9704,152100.0,True,False,False,False,3.7843707530464368,180.76456207933026,490.6618488402571,558.2344167391445,327.8739857787705,3.3976143141153083,1.117296222664016,4.184890656063618
38.0,2.3409,115500.0,True,False,False,False,5.832938130349702,179.2654885191219,492.4916453486719,560.0654198040422,329.0602302306185,4.718631178707224,1.1330798479087452,4.011406844106464
49.0,2.4375,114000.0,True,False,False,False,5.075329769967071,179.761775393971,491.8808144596832,559.4543047694626,328.66279354233114,4.024390243902439,0.9420731707317073,4.283536585365853
21.0,1.9937,139600.0,True,False,False,False,4.485839807990369,178.82741662893667,492.71403305443056,560.2870906910606,329.6668061990266,3.6866485013623977,1.0354223433242506,4.599455040871935
34.0,2.2708,159600.0,True,False,False,False,4.485839807990369,178.82741662893667,492.71403305443056,560.2870906910606,329.6668061990266,3.53,1.102,4.406
39.0,2.2907,133900.0,True,False,False,False,4.380837496910034,180.261476019116,491.27088117229994,558.8439695597463,328.26737628825174,3.297658862876254,1.2073578595317727,4.505016722408027
26.0,1.9495,173200.0,True,False,False,False,4.380837496910034,180.261476019116,491.27088117229994,558.8439695597463,328.26737628825174,3.2094763092269325,1.0062344139650872,3.9438902743142146
39.0,2.5343,138200.0,True,False,False,False,5.819626085756521,180.6981447549046,491.0486977903309,558.6224881984172,327.6594772999294,4.216931216931217,1.1375661375661377,4.412698412698413
41.0,2.2222,126000.0,True,False,False,False,5.075329769967071,179.761775393971,491.8808144596832,559.4543047694626,328.66279354233114,4.261792452830188,1.0117924528301887,4.007075471698113
39.0,4.239,213000.0,True,False,False,False,7.260318776147359,181.14545781921592,490.83044048780175,558.4044305766942,327.0566416186571,5.096774193548387,1.0496277915632755,2.990074441687345
52.0,2.6806,153000.0,True,False,False,False,4.380837496910034,180.261476019116,491.27088117229994,558.8439695597463,328.26737628825174,4.806282722513089,1.057591623036649,4.007853403141361
39.0,1.6118,138500.0,True,False,False,False,5.2250921533820645,181.1952051390785,490.43780389177755,558.0113177348379,327.2628957264673,3.7304347826086954,1.0231884057971015,3.3942028985507244
39.0,2.4632,144200.0,True,False,False,False,5.2250921533820645,181.1952051390785,490.43780389177755,558.0113177348379,327.2628957264673,3.9923273657289005,1.1381074168797953,4.552429667519181
37.0,1.9881,159200.0,True,False,False,False,5.2250921533820645,181.1952051390785,490.43780389177755,558.0113177348379,327.2628957264673,3.600790513833992,0.9841897233201581,3.875494071146245
35.0,2.0133,145800.0,True,False,False,False,2.94684550265649,179.83553079227926,491.4969859553753,559.0688711635828,328.8803114387293,3.0200803212851404,0.9578313253012049,4.134538152610442
36.0,1.7463,158300.0,True,False,False,False,2.94684550265649,179.83553079227926,491.4969859553753,559.0688711635828,328.8803114387293,3.4244897959183676,1.0204081632653061,4.404081632653061
31.0,2.1333,160200.0,True,False,False,False,3.6816774008435322,179.32977938573117,492.1050585031826,559.6775893186466,329.2725470062916,3.9306569343065694,1.094890510948905,4.372262773722627
47.0,1.7292,191700.0,True,False,False,False,3.6816774008435322,179.32977938573117,492.1050585031826,559.6775893186466,329.2725470062916,3.628032345013477,1.0323450134770888,3.9137466307277626
31.0,2.3859,153100.0,True,False,False,False,3.6816774008435322,179.32977938573117,492.1050585031826,559.6775893186466,329.2725470062916,3.7352185089974292,1.038560411311054,3.8200514138817483
42.0,1.9375,168800.0,True,False,False,False,3.6816774008435322,179.32977938573117,492.1050585031826,559.6775893186466,329.2725470062916,2.7925696594427243,0.9845201238390093,4.061919504643963
29.0,1.8781,147500.0,True,False,False,False,3.223448764906487,178.40014708297588,492.9403302997332,560.5121726928469,330.2784015793095,3.751269035532995,1.0482233502538072,4.01015228426396
36.0,2.1696,170800.0,True,False,False,False,8.780744906853302,178.7442848953698,493.5012052784753,561.0749343097638,329.26595481446066,4.1675,1.15,3.60125
48.0,3.1146,142500.0,True,False,False,False,8.62127558299916,180.17371565640863,492.0586170841436,559.6323252398915,327.86224399551264,4.183028286189684,0.9900166389351082,4.1331114808652245
37.0,1.3125,145800.0,True,False,False,False,8.62127558299916,180.17371565640863,492.0586170841436,559.6323252398915,327.86224399551264,3.25,0.967391304347826,3.4565217391304346
45.0,3.3977,153800.0,True,False,False,False,7.984233453074685,179.22753617964062,492.88674529672045,560.4606632492066,328.8613274895845,4.672535211267606,0.954225352112676,3.7640845070422535
40.0,2.6226,148800.0,True,False,False,False,7.217426534164304,179.71428211481404,492.27317183586723,559.8471635124909,328.45870054942486,4.071216617210682,1.0504451038575668,4.07566765578635
44.0,3.3785,184900.0,True,False,False,False,7.217426534164304,179.71428211481404,492.27317183586723,559.8471635124909,328.45870054942486,4.395833333333333,1.109375,4.1796875
41.0,1.9706,144200.0,True,False,False,False,6.490860271124229,180.2044943784684,491.66048822134354,559.2344376445895,328.0580813633509,3.891992551210428,0.9869646182495344,3.804469273743017
10.0,4.875,200400.0,True,False,False,False,7.916503724747718,180.65785587126902,491.4440844112463,559.0179914042318,327.4584374621092,5.168021680216802,1.0785907859078592,2.4959349593495936
10.0,4.975,166700.0,True,False,False,False,7.916503724747718,180.65785587126902,491.4440844112463,559.0179914042318,327.4584374621092,4.70873786407767,1.0800970873786409,1.8519417475728155
7.0,4.7853,153100.0,True,False,False,False,7.916503724747718,180.65785587126902,491.4440844112463,559.0179914042318,327.4584374621092,4.383015597920277,1.194107452339688,2.1057192374350087
